url,creator_username,is_shoppable,post_id,description,create_time,formatted_date,duration,is_photo_post,content_type,views,likes,comments,shares
https://www.tiktok.com/@lauren.clutter/video/7540734409742290189,lauren.clutter,True,7540734409742290189,,1755739288,2025-08-20 18:21:28,0,False,video,2590,64,2,0
https://www.tiktok.com/@lilmamamarlo/video/7539200695518383415,lilmamamarlo,False,7539200695518383415,,1755382185,2025-08-16 15:09:45,0,False,video,33700,1333,76,1017
https://www.tiktok.com/@lilmamamarlo/video/7537154888573242637,lilmamamarlo,False,7537154888573242637,,1754905847,2025-08-11 02:50:47,0,False,video,33800,2032,88,1521
https://www.tiktok.com/@lilmamamarlo/video/7533438783140793655,lilmamamarlo,False,7533438783140793655,,1754040635,2025-08-01 02:30:35,0,False,video,2800000,209900,1751,8893
https://www.tiktok.com/@lilmamamarlo/video/7542355192335846670,lilmamamarlo,True,7542355192335846670,,1756116643,2025-08-25 03:10:43,0,False,video,1737,35,8,0
https://www.tiktok.com/@stacymariekay/video/7521839881866235149,stacymariekay,True,7521839881866235149,,1751340032,2025-06-30 20:20:32,0,False,video,413200,12100,35,1422
https://www.tiktok.com/@v.anniib/video/7434326781760392491,v.anniib,True,7434326781760392491,,1730967894,2024-11-07 00:24:54,0,False,video,1100000,134600,394,2967
https://www.tiktok.com/@nurseceleste/video/7112962160552316206,nurseceleste,False,7112962160552316206,,1656140761,2022-06-25 00:06:01,0,False,video,4400000,449000,1057,8192
https://www.tiktok.com/@nurseceleste/video/7027228464381971717,nurseceleste,False,7027228464381971717,,1636179327,2021-11-05 23:15:27,0,False,video,2400000,254300,715,30300
https://www.tiktok.com/@nurseceleste/video/7542331029814611231,nurseceleste,False,7542331029814611231,,1756110998,2025-08-25 01:36:38,0,False,video,573,45,2,2
